Name;ISIN;Symbol;Market;Currency;Open Price;High Price;low Price;last Price;last Trade MIC Time;Time Zone;Volume;Turnover;Closing Price;Closing Price DateTime
AB SCIENCE;FR0010557264;AB;Euronext Paris;EUR;2.24;2.30;2.155;2.295;08/03/2024 17:35;CET;150271;336.164.685;2.295;08/03/2024
ABC ARBITRAGE;FR0004040608;ABCA;Euronext Paris;EUR;3.71;3.765;3.71;3.74;08/03/2024 17:36;CET;69054;258236.71;3.74;08/03/2024
ABEO;FR0013185857;ABEO;Euronext Paris;EUR;13.40;13.40;13.20;13.20;08/03/2024 14:57;CET;258;3429.65;13.20;08/03/2024
ABIONYX PHARMA;FR0012616852;ABNX;Euronext Paris;EUR;1.052;1.068;1.044;1.046;08/03/2024 17:35;CET;17046;17916.96;1.046;08/03/2024
ABIVAX;FR0012333284;ABVX;Euronext Paris;EUR;13.10;13.18;12.82;12.98;08/03/2024 17:35;CET;12103;157558.26;12.98;08/03/2024
ABL Diagnostics;FR001400AHX6;ABLD;Euronext Paris;EUR;9.70;9.70;9.70;9.70;13/10/2023 11:30;CET;15;145.50;9.70;08/03/2024
ABO GROUP;BE0974278104;ABO;Euronext Brussels, Paris;EUR;5.70;5.70;5.60;5.70;08/03/2024 16:12;CET;1300;7354.50;5.70;08/03/2024
ACANTHE DEV.;FR0000064602;ACAN;Euronext Paris;EUR;0.38;0.388;0.38;0.38;08/03/2024 10:38;CET;5000;1908.00;0.38;08/03/2024
ACCOR;FR0000120404;AC;Euronext Paris;EUR;39.54;39.90;39.39;39.81;08/03/2024 17:36;CET;551552;21915826.04;39.81;08/03/2024
ACTEOS;FR0000076861;EOS;Euronext Paris;EUR;1.335;1.365;1.335;1.365;08/03/2024 17:08;CET;1824;2.459.975;1.365;08/03/2024
ADC SIIC;BE0974269012;ALDV;Euronext Paris;EUR;0.063;0.063;0.063;0.063;28/02/2024 11:30;CET;8597;541.61;0.063;08/03/2024
ADOCIA;FR0011184241;ADOC;Euronext Paris;EUR;9.75;9.84;9.64;9.77;08/03/2024 17:35;CET;25488;248257.08;9.77;08/03/2024
ADP;FR0010340141;ADP;Euronext Paris;EUR;124.50;125.50;121.90;125.50;08/03/2024 17:35;CET;75593;9420074.80;125.50;08/03/2024
ADUX;FR0012821890;ADUX;Euronext Paris, Amsterdam;EUR;1.25;1.32;1.24;1.32;08/03/2024 17:35;CET;9560;12096.99;1.32;08/03/2024
AELIS FARMA;FR0014007ZB4;AELIS;Euronext Paris;EUR;13.35;13.45;13.35;13.45;08/03/2024 15:46;CET;463;6193.70;13.45;08/03/2024
AERKOMM INC;US00774B2088;AKOM;Euronext Paris;EUR;2.40;2.40;2.40;2.40;06/03/2024 11:08;CET;145;348.00;2.40;08/03/2024
AFFLUENT MED BSAR;FR001400FL38;AFMBS;Euronext Paris;EUR;0.01;0.01;0.01;0.01;08/03/2024 13:10;CET;5;0.05;0.01;08/03/2024
AFFLUENT MEDICAL;FR0013333077;AFME;Euronext Paris;EUR;1.70;1.70;1.55;1.65;08/03/2024 17:35;CET;5409;8.772.235;1.65;08/03/2024
AIR FRANCE -KLM;FR001400J770;AF;Euronext Paris, Amsterdam;EUR;9.829;9.906;9.689;9.714;08/03/2024 17:35;CET;1263531;12.335.815.052;9.714;08/03/2024
AIR LIQUIDE;FR0000120073;AI;Euronext Paris;EUR;193.90;194.00;192.94;193.66;08/03/2024 17:35;CET;531236;102852390.98;193.66;08/03/2024
AIRBUS;NL0000235190;AIR;Euronext Paris;EUR;157.94;158.26;156.40;158.06;08/03/2024 17:35;CET;642004;101362355.82;158.06;08/03/2024
AKWEL;FR0000053027;AKW;Euronext Paris;EUR;13.72;13.90;13.72;13.74;08/03/2024 17:35;CET;1635;22581.70;13.74;08/03/2024
ALAN ALLMAN;FR0000062465;AAA;Euronext Paris;EUR;9.50;9.98;9.50;9.98;08/03/2024 17:26;CET;2391;23034.68;9.98;08/03/2024
ALD;FR0013258662;ALD;Euronext Paris;EUR;6.34;6.45;6.26;6.405;08/03/2024 17:35;CET;514682;3290047.84;6.405;08/03/2024
ALPES (COMPAGNIE);FR0000053324;CDA;Euronext Paris;EUR;13.26;13.34;13.20;13.24;08/03/2024 17:35;CET;23459;310832.76;13.24;08/03/2024
ALSTOM;FR0010220475;ALO;Euronext Paris;EUR;11.98;12.30;11.87;12.005;08/03/2024 17:37;CET;1154505;13.888.667.015;12.005;08/03/2024
ALTAMIR;FR0000053837;LTA;Euronext Paris;EUR;24.30;24.30;24.20;24.20;08/03/2024 17:35;CET;144;3496.70;24.20;08/03/2024
ALTAREA;FR0000033219;ALTA;Euronext Paris;EUR;69.50;71.40;69.50;71.20;08/03/2024 17:35;CET;9654;680515.50;71.20;08/03/2024
ALTAREIT;FR0000039216;AREIT;Euronext Paris;EUR;442.00;442.00;442.00;442.00;08/03/2024 9:00;CET;1;442.00;442.00;08/03/2024
ALTEN;FR0000071946;ATE;Euronext Paris;EUR;138.60;140.20;137.20;138.90;08/03/2024 17:35;CET;37151;5170951.90;138.90;08/03/2024
AMPLITUDE SURGICAL;FR0012789667;AMPLI;Euronext Paris;EUR;3.30;3.32;3.24;3.32;08/03/2024 17:35;CET;4073;13403.22;3.32;08/03/2024
AMUNDI;FR0004125920;AMUN;Euronext Paris;EUR;61.60;61.95;61.45;61.60;08/03/2024 17:35;CET;112577;6938316.00;61.60;08/03/2024
ANTIN INFRA PARTN;FR0014005AL0;ANTIN;Euronext Paris;EUR;13.83;14.38;13.80;14.04;08/03/2024 17:36;CET;47059;663412.05;14.04;08/03/2024
APERAM;LU0569974404;APAM;Euronext Amsterdam, Brussels, Paris;EUR;26.20;26.78;26.04;26.65;08/03/2024 17:35;CET;170177;4512370.96;26.65;08/03/2024
ARAMIS GROUP;FR0014003U94;ARAMI;Euronext Paris;EUR;3.67;3.68;3.63;3.64;08/03/2024 17:35;CET;8696;31.765.725;3.64;08/03/2024
ARCELORMITTAL SA;LU1598757687;MT;Euronext Amsterdam, Paris;EUR;23.89;24.055;23.72;23.875;08/03/2024 17:35;CET;1657041;39607761.92;23.875;08/03/2024
ARGAN;FR0010481960;ARG;Euronext Paris;EUR;76.30;78.30;76.20;78.30;08/03/2024 17:35;CET;6499;505703.60;78.30;08/03/2024
ARKEMA;FR0010313833;AKE;Euronext Paris;EUR;92.02;92.82;91.64;92.66;08/03/2024 17:35;CET;133322;12342786.80;92.66;08/03/2024
ARTEA;FR0012185536;ARTE;Euronext Paris;EUR;13.70;13.90;13.70;13.90;08/03/2024 16:55;CET;142;1963.60;13.90;08/03/2024
ARTMARKET COM;FR0000074783;PRC;Euronext Paris;EUR;5.33;5.40;5.28;5.28;08/03/2024 17:13;CET;2959;15677.20;5.28;08/03/2024
ARTOIS NOM.;FR0000076952;ARTO;Euronext Paris;EUR;4780.00;4780.00;4780.00;4780.00;08/03/2024 16:52;CET;10;47800.00;4780.00;08/03/2024
ARVERNE GROUP;FR001400JWR8;ARVEN;Euronext Paris;EUR;8.289;8.289;8.285;8.289;08/03/2024 17:05;CET;138;1143.69;8.289;08/03/2024
ARVERNE WARRANT;FR0014003AC4;ARVBS;Euronext Paris;EUR;0.06;0.06;0.06;0.06;17/01/2024 10:38;CET;5;0.30;0.06;08/03/2024
ASSYSTEM;FR0000074148;ASY;Euronext Paris;EUR;53.80;54.20;53.00;54.00;08/03/2024 17:35;CET;5402;290335.80;54.00;08/03/2024
ATEME;FR0011992700;ATEME;Euronext Paris;EUR;4.10;4.19;4.07;4.07;08/03/2024 17:26;CET;3501;14360.62;4.07;08/03/2024
ATLAND;FR0013455482;ATLD;Euronext Paris;EUR;42.00;42.00;42.00;42.00;08/03/2024 17:37;CET;1375;57750.00;42.00;08/03/2024
ATOS;FR0000051732;ATO;Euronext Paris;EUR;2.131;2.233;2.065;2.173;08/03/2024 17:35;CET;1837413;3.955.733.388;2.173;08/03/2024
AUBAY;FR0000063737;AUB;Euronext Paris;EUR;41.05;41.60;40.85;40.85;08/03/2024 17:35;CET;12862;528001.85;40.85;08/03/2024
AUGROS COSMETICS;FR0000061780;AUGR;Euronext Paris;EUR;6.75;6.75;6.75;6.75;08/03/2024 16:30;CET;1020;6885.00;6.75;08/03/2024
AUREA;FR0000039232;AURE;Euronext Paris;EUR;5.06;5.06;4.70;4.94;08/03/2024 17:35;CET;621;3068.49;4.94;08/03/2024
AVENIR TELECOM;FR001400CFI7;AVT;Euronext Paris;EUR;0.1378;0.14;0.1334;0.1334;08/03/2024 17:35;CET;103585;140.616.022;0.1334;08/03/2024
AXA;FR0000120628;CS;Euronext Paris;EUR;33.02;33.59;33.02;33.52;08/03/2024 17:35;CET;3097165;103700254.32;33.52;08/03/2024
AXA NV24;FR001400M7B2;CSNV;Euronext Paris;EUR;31.37;31.53;31.37;31.53;08/03/2024 16:30;CET;11441;359144.17;31.53;08/03/2024
AXWAY SOFTWARE;FR0011040500;AXW;Euronext Paris;EUR;25.60;25.80;25.40;25.70;08/03/2024 17:35;CET;1419;36346.70;25.70;08/03/2024
BAINS MER MONACO;MC0000031187;BAIN;Euronext Paris;EUR;103.50;103.50;102.00;102.00;08/03/2024 16:09;CET;179;18339.50;102.00;08/03/2024
BALYO;FR0013258399;BALYO;Euronext Paris;EUR;0.67;0.737;0.67;0.737;08/03/2024 17:10;CET;3990;2918.84;0.737;08/03/2024
BARBARA BUI;FR0000062788;BUI;Euronext Paris;EUR;7.25;7.25;7.25;7.25;04/03/2024 11:30;CET;7;50.75;7.25;08/03/2024
BASSAC;FR0004023208;BASS;Euronext Paris;EUR;42.00;42.90;40.50;41.00;08/03/2024 17:35;CET;1973;81313.90;41.00;08/03/2024
BASTIDE LE CONFORT;FR0000035370;BLC;Euronext Paris;EUR;18.10;18.20;17.92;17.92;08/03/2024 17:35;CET;7599;137082.20;17.92;08/03/2024
BELIEVE;FR0014003FE9;BLV;Euronext Paris;EUR;16.00;16.16;15.82;15.88;08/03/2024 17:38;CET;249449;3993928.76;15.88;08/03/2024
BENETEAU;FR0000035164;BEN;Euronext Paris;EUR;12.28;12.42;12.20;12.38;08/03/2024 17:39;CET;78260;964602.34;12.38;08/03/2024
BIC;FR0000120966;BB;Euronext Paris;EUR;66.60;66.60;66.15;66.35;08/03/2024 17:35;CET;29203;1938596.05;66.35;08/03/2024
BIGBEN INTERACTIVE;FR0000074072;BIG;Euronext Paris;EUR;2.43;2.54;2.42;2.42;08/03/2024 17:35;CET;18937;46205.15;2.42;08/03/2024
BIOMERIEUX;FR0013280286;BIM;Euronext Paris;EUR;99.62;100.35;98.86;99.36;08/03/2024 17:36;CET;85884;8546759.73;99.36;08/03/2024
BIOSENIC;BE0974280126;BIOS;Euronext Brussels, Paris;EUR;0.0318;0.0324;0.03;0.03;08/03/2024 17:16;CET;643131;199.301.788;0.03;08/03/2024
BLEECKER;FR0000062150;BLEE;Euronext Paris;EUR;150.00;150.00;150.00;150.00;04/03/2024 11:30;CET;22;3300.00;150.00;08/03/2024
BNP PARIBAS ACT.A;FR0000131104;BNP;Euronext Paris;EUR;58.49;59.19;58.42;58.93;08/03/2024 17:36;CET;2857525;168222967.16;58.93;08/03/2024
BOIRON;FR0000061129;BOI;Euronext Paris;EUR;35.00;35.40;35.00;35.36;08/03/2024 17:35;CET;1797;63223.16;35.36;08/03/2024
BOLLORE;FR0000039299;BOL;Euronext Paris;EUR;6.29;6.325;6.235;6.31;08/03/2024 17:35;CET;582528;3670083.11;6.31;08/03/2024
BONDUELLE;FR0000063935;BON;Euronext Paris;EUR;8.30;8.33;8.17;8.19;08/03/2024 17:35;CET;34589;284032.67;8.19;08/03/2024
BOURSE DIRECT;FR0000074254;BSD;Euronext Paris;EUR;4.79;4.85;4.79;4.85;08/03/2024 17:35;CET;4152;20022.73;4.85;08/03/2024
BOUYGUES;FR0000120503;EN;Euronext Paris;EUR;36.53;36.75;36.34;36.63;08/03/2024 17:35;CET;608991;22284874.27;36.63;08/03/2024
BOUYGUES NV24;FR001400M3D7;ENNV;Euronext Paris;EUR;-;-;-;-;-;CET;-;-;-;-
BUREAU VERITAS;FR0006174348;BVI;Euronext Paris;EUR;27.26;27.43;27.18;27.40;08/03/2024 17:35;CET;276599;7565714.66;27.40;08/03/2024
BURELLE;FR0000061137;BUR;Euronext Paris;EUR;394.00;398.00;394.00;398.00;08/03/2024 17:35;CET;26;10262.00;398.00;08/03/2024
CA TOULOUSE 31 CCI;FR0000045544;CAT31;Euronext Paris;EUR;63.58;63.58;63.00;63.08;08/03/2024 17:35;CET;554;35008.36;63.08;08/03/2024
CAFOM;FR0010151589;CAFO;Euronext Paris;EUR;9.00;9.02;9.00;9.00;08/03/2024 17:35;CET;1274;11466.28;9.00;08/03/2024
CAMBODGE NOM.;FR0000079659;CBDG;Euronext Paris;EUR;6500.00;6500.00;6500.00;6500.00;07/03/2024 16:30;CET;9;58500.00;6500.00;08/03/2024
CAPGEMINI;FR0000125338;CAP;Euronext Paris;EUR;226.40;226.40;225.00;225.80;08/03/2024 17:35;CET;249324;56289384.90;225.80;08/03/2024
